area_sqm,bedrooms,bathrooms,age_years,neighborhood,has_garage,distance_to_center_km,price_k
60.9,2,1.0,56.0,eastgate,0,0.7,178.1
121.6,3,1.0,39.0,hillview,0,3.9,451.1
99.4,4,1.0,40.0,riverside,0,2.2,466.4
93.1,3,1.0,53.0,hillview,1,20.5,256.7
109.8,4,2.0,11.0,hillview,0,1.2,630.7
161.8,4,1.0,43.0,hillview,0,2.6,586.1
172.8,4,2.0,46.0,greenfield,0,8.3,556.1
156.0,4,2.0,7.0,greenfield,1,7.0,563.2
106.2,3,2.0,52.0,eastgate,1,7.0,272.5
122.3,2,1.0,41.0,eastgate,1,10.8,346.8
136.8,4,2.0,20.0,hillview,0,6.3,573.2
109.8,3,1.0,29.0,eastgate,1,16.1,321.3
114.6,3,1.0,29.0,oldtown,0,5.2,431.1
138.8,3,2.0,55.0,greenfield,0,20.0,335.6
107.9,3,2.0,58.0,greenfield,0,3.4,280.4
84.5,2,1.0,48.0,oldtown,1,7.0,283.8
95.5,3,1.0,39.0,greenfield,0,0.8,291.9
132.2,4,2.0,6.0,riverside,1,13.4,430.1
110.1,4,1.0,54.0,hillview,1,7.9,373.8
121.9,3,1.0,8.0,greenfield,0,20.0,370.2
133.5,4,2.0,10.0,riverside,1,5.8,646.1
96.9,3,2.0,4.0,oldtown,1,1.9,456.6
136.5,4,2.0,56.0,oldtown,0,9.8,428.3
123.3,3,1.0,29.0,oldtown,1,4.6,432.2
66.8,2,1.0,14.0,oldtown,0,12.1,207.3
160.5,5,2.0,4.0,greenfield,0,3.5,594.8
92.5,3,2.0,24.0,oldtown,1,17.7,337.1
52.1,3,1.0,43.0,oldtown,1,7.4,195.7
73.4,2,2.0,59.0,eastgate,0,6.3,195.0
74.3,2,1.0,33.0,riverside,0,16.9,145.9
111.8,3,2.0,36.0,eastgate,1,13.5,372.9
100.4,3,2.0,50.0,oldtown,0,3.9,356.3
98.2,2,1.0,54.0,greenfield,1,13.2,318.4
131.7,3,2.0,16.0,eastgate,1,11.4,402.3
121.9,4,2.0,59.0,riverside,1,6.6,444.6
121.1,3,1.0,31.0,riverside,0,12.5,463.9
124.3,4,2.0,55.0,riverside,1,17.7,439.6
131.6,3,1.0,7.0,greenfield,0,6.8,472.6
40.0,1,2.0,5.0,eastgate,0,6.8,172.0
97.2,3,2.0,53.0,oldtown,0,6.5,334.7
40.0,1,1.0,40.0,oldtown,0,3.8,101.0
111.3,4,2.0,10.0,greenfield,1,6.7,438.6
109.8,4,3.0,53.0,oldtown,1,6.2,390.6
146.6,4,2.0,6.0,eastgate,1,5.9,510.1
151.6,5,2.0,40.0,eastgate,1,5.8,524.0
117.1,3,2.0,12.0,oldtown,1,2.6,525.7
92.5,2,1.0,4.0,hillview,1,14.4,397.3
127.0,5,2.0,48.0,oldtown,1,4.5,484.1
91.5,2,1.0,50.0,oldtown,1,18.3,172.7
110.0,3,2.0,6.0,greenfield,1,3.2,425.9
144.5,4,2.0,5.0,eastgate,0,21.1,411.5
90.5,3,2.0,36.0,greenfield,1,5.4,306.1
138.2,3,1.0,1.0,hillview,0,13.3,528.2
109.8,4,3.0,44.0,riverside,0,7.9,469.0
76.6,3,2.0,54.0,eastgate,1,2.3,208.8
144.1,4,2.0,45.0,hillview,0,2.4,533.3
134.4,3,2.0,13.0,riverside,0,4.2,650.9
113.6,4,2.0,11.0,hillview,0,5.1,475.6
83.3,3,2.0,40.0,eastgate,0,6.9,242.7
79.9,2,2.0,3.0,eastgate,1,9.1,303.1
91.2,2,1.0,32.0,oldtown,1,6.3,348.2
129.0,3,2.0,26.0,greenfield,1,8.8,455.9
76.6,2,2.0,44.0,oldtown,1,9.8,241.3
125.3,4,2.0,12.0,oldtown,1,6.1,535.4
66.5,1,1.0,45.0,oldtown,1,11.3,213.3
102.9,3,2.0,41.0,greenfield,0,13.1,300.6
113.8,4,3.0,14.0,oldtown,1,10.0,410.3
195.6,4,2.0,21.0,oldtown,0,10.4,755.0
61.8,2,2.0,3.0,oldtown,0,8.2,270.4
161.5,4,2.0,26.0,eastgate,1,15.3,476.8
115.2,3,2.0,15.0,eastgate,0,7.0,422.2
124.4,4,2.0,6.0,oldtown,1,4.2,530.2
125.6,4,2.0,34.0,riverside,0,2.3,594.6
104.6,2,1.0,5.0,riverside,0,2.1,489.2
160.9,4,1.0,11.0,eastgate,1,13.1,521.1
109.8,3,1.0,4.0,eastgate,1,18.5,314.1
149.6,4,2.0,40.0,oldtown,0,5.5,483.4
87.4,3,2.0,20.0,eastgate,1,7.0,267.8
107.9,4,3.0,4.0,oldtown,1,1.1,525.8
72.5,2,2.0,11.0,eastgate,1,10.0,248.3
125.9,3,1.0,58.0,eastgate,0,7.1,376.6
160.6,3,2.0,15.0,greenfield,1,20.5,455.5
107.3,3,2.0,41.0,hillview,1,6.4,373.8
103.1,3,1.0,28.0,eastgate,0,3.0,350.8
71.0,1,1.0,10.0,eastgate,1,1.8,282.7
102.0,3,2.0,18.0,oldtown,1,7.2,398.5
54.3,2,1.0,0.0,oldtown,1,8.2,250.9
78.0,2,1.0,44.0,greenfield,1,7.0,253.6
117.9,2,1.0,20.0,oldtown,1,13.4,379.8
156.2,4,1.0,29.0,eastgate,1,17.2,437.2
89.5,2,1.0,49.0,greenfield,0,1.3,290.5
160.2,3,2.0,13.0,oldtown,0,8.8,557.2
118.5,4,2.0,33.0,oldtown,0,15.5,347.1
104.7,3,2.0,52.0,eastgate,1,7.0,305.8
125.1,4,2.0,42.0,riverside,0,7.0,508.7
112.2,3,2.0,36.0,eastgate,1,2.8,371.1
109.8,4,2.0,53.0,eastgate,1,8.7,321.5
95.7,3,2.0,10.0,oldtown,0,10.6,394.2
61.1,2,1.0,57.0,oldtown,1,8.8,145.2
56.0,3,2.0,33.0,eastgate,1,24.1,105.8
109.8,4,2.0,24.0,eastgate,0,18.4,335.5
100.3,2,1.0,15.0,oldtown,0,11.8,317.6
89.1,3,1.0,44.0,greenfield,0,7.0,238.9
110.3,4,2.0,58.0,oldtown,0,8.6,358.2
137.8,5,2.0,41.0,riverside,0,6.8,605.4
116.3,3,2.0,1.0,eastgate,1,5.0,443.0
87.0,3,2.0,28.0,riverside,0,2.7,455.5
152.9,5,2.0,43.0,oldtown,0,18.9,466.8
165.3,6,3.0,23.0,hillview,0,24.7,566.7
127.3,3,2.0,46.0,oldtown,0,7.3,394.0
109.8,4,2.0,42.0,oldtown,1,7.4,502.4
153.5,4,2.0,4.0,oldtown,0,10.9,477.9
149.6,4,2.0,33.0,hillview,0,6.4,594.4
131.5,3,2.0,10.0,greenfield,1,3.0,528.4
130.9,2,1.0,29.0,eastgate,1,2.3,464.1
128.2,3,1.0,23.0,oldtown,1,24.1,443.7
71.6,2,1.0,48.0,oldtown,1,1.5,309.2
134.5,4,3.0,52.0,eastgate,1,9.1,397.8
62.5,3,1.0,27.0,oldtown,1,1.7,220.7
82.2,2,1.0,32.0,oldtown,1,6.6,318.9
155.6,5,3.0,37.0,greenfield,0,5.4,479.9
139.4,4,2.0,39.0,eastgate,1,2.0,443.1
162.1,5,3.0,38.0,eastgate,1,11.1,530.4
100.5,3,1.0,46.0,riverside,1,2.8,424.1
69.7,3,1.0,58.0,riverside,1,1.8,274.3
109.8,3,2.0,49.0,hillview,1,12.0,320.6
113.6,4,2.0,8.0,eastgate,0,5.5,400.6
112.8,3,1.0,28.0,hillview,1,3.8,498.6
149.7,4,2.0,27.0,riverside,0,12.5,618.8
97.4,3,1.0,30.0,oldtown,1,2.7,355.7
122.3,5,2.0,31.0,eastgate,1,1.4,412.0
75.4,2,1.0,43.0,eastgate,0,7.0,130.9
125.8,4,2.0,25.0,riverside,0,22.0,478.4
110.1,4,2.0,15.0,riverside,0,7.0,523.2
83.8,3,1.0,27.0,oldtown,1,6.4,295.7
101.7,3,1.0,51.0,riverside,1,13.0,299.9
103.6,2,1.0,18.0,hillview,1,15.4,389.1
100.5,3,2.0,1.0,riverside,0,3.0,482.5
172.0,4,2.0,58.0,eastgate,1,5.7,537.9
106.6,4,1.0,11.0,oldtown,1,8.6,349.2
101.5,3,1.0,36.0,greenfield,0,12.5,258.3
40.0,2,1.0,48.0,greenfield,0,11.6,66.3
78.7,2,2.0,16.0,oldtown,1,10.3,362.9
100.8,2,1.0,20.0,oldtown,0,15.3,391.1
86.0,3,2.0,16.0,oldtown,0,6.8,337.1
158.4,5,3.0,8.0,eastgate,0,19.0,509.3
104.2,3,2.0,9.0,riverside,0,4.6,448.0
155.1,4,1.0,11.0,oldtown,0,11.7,533.0
112.2,5,2.0,27.0,oldtown,0,5.1,380.6
111.3,4,2.0,31.0,oldtown,1,6.6,478.4
106.9,4,2.0,0.0,eastgate,1,7.4,444.4
110.1,4,2.0,50.0,eastgate,0,7.0,340.0
170.2,6,3.0,40.0,hillview,1,15.8,671.6
40.0,1,1.0,4.0,greenfield,1,5.3,123.3
40.0,1,1.0,50.0,riverside,0,7.1,81.0
91.0,2,1.0,1.0,riverside,0,10.8,445.4
110.5,4,2.0,33.0,oldtown,0,31.0,286.7
134.2,3,1.0,27.0,eastgate,1,11.1,392.0
126.6,4,3.0,30.0,eastgate,1,7.5,374.8
96.6,2,1.0,57.0,riverside,0,1.1,397.4
145.7,5,2.0,55.0,greenfield,1,6.4,473.5
146.1,5,3.0,16.0,oldtown,1,4.2,564.6
116.4,4,2.0,34.0,oldtown,0,5.6,401.9
143.7,4,2.0,57.0,eastgate,1,5.1,400.9
119.5,3,2.0,43.0,greenfield,1,10.7,363.8
90.3,3,1.0,53.0,eastgate,1,6.3,261.2
134.4,3,2.0,26.0,greenfield,1,3.4,461.1
109.8,2,1.0,16.0,oldtown,1,13.4,417.3
110.0,3,1.0,30.0,eastgate,0,2.5,351.6
161.6,5,3.0,49.0,greenfield,0,7.3,552.6
40.0,2,2.0,55.0,hillview,1,6.5,100.1
60.4,3,1.0,41.0,oldtown,0,9.3,262.2
68.5,3,2.0,42.0,greenfield,1,15.4,168.9
97.3,2,1.0,30.0,riverside,0,34.1,199.5
101.1,3,1.0,19.0,hillview,1,7.5,394.1
57.2,2,1.0,25.0,greenfield,1,4.2,199.2
75.5,4,3.0,29.0,greenfield,0,3.9,234.5
79.9,3,2.0,48.0,greenfield,1,3.8,272.0
196.0,6,3.0,33.0,greenfield,0,9.0,609.6
95.6,2,1.0,1.0,greenfield,1,2.3,337.1
97.3,3,2.0,45.0,hillview,1,9.0,350.4
69.8,1,1.0,30.0,oldtown,1,13.8,190.1
43.2,1,1.0,59.0,oldtown,1,13.9,119.8
105.9,3,2.0,28.0,greenfield,1,7.8,330.8
75.1,3,1.0,28.0,eastgate,0,12.6,198.9
107.0,3,1.0,7.0,oldtown,1,15.6,333.7
54.0,1,1.0,48.0,riverside,1,5.3,130.9
83.3,3,2.0,42.0,oldtown,0,14.6,219.4
115.2,3,2.0,51.0,hillview,1,1.6,481.3
124.6,4,1.0,12.0,eastgate,1,5.5,499.8
63.8,2,1.0,52.0,oldtown,0,1.4,207.1
139.9,4,3.0,2.0,eastgate,1,10.8,464.7
82.0,1,1.0,30.0,riverside,0,4.7,307.3
132.2,3,1.0,24.0,riverside,1,6.5,560.5
109.6,4,2.0,56.0,eastgate,0,6.7,333.0
61.8,1,2.0,51.0,oldtown,1,5.4,131.1
98.9,2,1.0,53.0,oldtown,1,3.8,287.6
122.8,4,2.0,17.0,oldtown,1,7.0,459.2
131.5,4,2.0,35.0,oldtown,0,4.6,503.2
105.1,3,1.0,42.0,eastgate,0,6.6,333.2
163.6,3,1.0,58.0,riverside,0,9.3,641.7
145.3,5,3.0,0.0,oldtown,1,15.5,598.1
101.0,2,2.0,58.0,eastgate,0,14.7,222.1
136.3,4,2.0,21.0,hillview,1,4.9,615.7
177.7,5,2.0,29.0,eastgate,0,3.6,584.7
178.6,4,3.0,36.0,oldtown,1,7.0,561.3
67.0,2,1.0,46.0,greenfield,0,4.6,195.3
77.6,2,1.0,7.0,hillview,1,10.2,298.5
109.8,4,2.0,2.0,oldtown,0,1.3,654.2
73.0,2,2.0,53.0,greenfield,0,7.0,220.5
